TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,   1696496, 100.00, 100.00,    124695, 100.00, 100.00,   5826356, 100.00, 100.00,   2621607, 100.00, 100.00,    692989, 100.00, 100.00,  10962143, 100.00, 100.00,
    2) Non-Motorized,     60109,   3.54,   3.54,     28458,  22.82,  22.82,    467975,   8.03,   8.03,    197262,   7.52,   7.52,    124388,  17.95,  17.95,    878191,   8.01,   8.01,
    2) Motorized,   1636387,  96.46,  96.46,     96238,  77.18,  77.18,   5358381,  91.97,  91.97,   2424346,  92.48,  92.48,    568601,  82.05,  82.05,  10083952,  91.99,  91.99
        3) Auto,   1602424,  94.45,  97.92,     75479,  60.53,  78.43,   5325666,  91.41,  99.39,   2417758,  92.22,  99.73,-,-,-,   9989927,  91.13,  99.07,
            4) Auto 1 pers,   1355322,  79.89,  84.58,     54268,  43.52,  71.90,   1845395,  31.67,  34.65,   1066034,  40.66,  44.09,-,-,-,   4321021,  39.42,  43.25,
                    GP use,   1353495,  79.78,  99.87,     54201,  43.47,  99.88,   1846233,  31.69, 100.05,   1064894,  40.62,  99.89,-,-,-,   4318822,  39.40,  99.95,
                    Toll use,      2031,   0.12,   0.15,        68,   0.05,   0.12,       712,   0.01,   0.04,      1460,   0.06,   0.14,-,-,-,      4270,   0.04,   0.10
            4) Auto 2 pers,    187715,  11.06,  11.71,     15569,  12.49,  20.63,   1830995,  31.43,  34.38,    665861,  25.40,  27.54,-,-,-,   2700139,  24.63,  27.03,
                    GP use,    143471,   8.46,  76.43,     11681,   9.37,  75.03,   1722221,  29.56,  94.06,    600566,  22.91,  90.19,-,-,-,   2477939,  22.60,  91.77,
                    HOV use,     44278,   2.61,  23.59,      3888,   3.12,  24.97,    108977,   1.87,   5.95,     65340,   2.49,   9.81,-,-,-,    222484,   2.03,   8.24,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     59399,   3.50,   3.71,      5641,   4.52,   7.47,   1649285,  28.31,  30.97,    685893,  26.16,  28.37,-,-,-,   2400218,  21.90,  24.03,
                    GP use,     45297,   2.67,  76.26,      4233,   3.39,  75.03,   1551016,  26.62,  94.04,    618551,  23.59,  90.18,-,-,-,   2219096,  20.24,  92.45,
                    HOV use,     14098,   0.83,  23.73,      1409,   1.13,  24.97,     98315,   1.69,   5.96,     67352,   2.57,   9.82,-,-,-,    181173,   1.65,   7.55,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),       124,   0.01,   0.01,         0,      0,      0,       905,   0.02,   0.02,       373,   0.01,   0.02,-,-,-,      1402,   0.01,   0.01,
                    IMZ D2D 1 pers,       105,   0.01,  84.68,         0,      0,      0,       773,   0.01,  85.41,       319,   0.01,  85.52,-,-,-,      1197,   0.01,  85.38,
                    IMZ D2D 2 pers,        15,   0.00,  12.10,         0,      0,      0,       105,   0.00,  11.60,        43,   0.00,  11.53,-,-,-,       163,   0.00,  11.63,
                    IMZ D2D 3+ pers,         4,   0.00,   3.23,         0,      0,      0,        27,   0.00,   2.98,        11,   0.00,   2.95,-,-,-,        42,   0.00,   3.00
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    568601,  82.05,  82.05,    568601,   5.19,  82.05,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     79049,  11.41,  13.90,     79049,   0.72,  13.90,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     79625,  11.49,  14.00,     79625,   0.73,  14.00,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    409926,  59.15,  72.09,    409926,   3.74,  72.09,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    265605,  38.33,  46.71,    265605,   2.42,  46.71,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     31983,   4.62,  12.04,     31983,   0.29,  12.04,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    233622,  33.71,  87.96,    233622,   2.13,  87.96,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    302996,  43.72,  53.29,    302996,   2.76,  53.29,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     47066,   6.79,  15.53,     47066,   0.43,  15.53,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     79625,  11.49,  26.28,     79625,   0.73,  26.28,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    176304,  25.44,  58.19,    176304,   1.61,  58.19
        3) Transit,     33969,   2.00,   2.08,     20758,  16.65,  21.57,     32720,   0.56,   0.61,      6587,   0.25,   0.27,-,-,-,     94035,   0.86,   0.93
            4) Local Bus (LCL),     13131,   0.77,  38.66,      7686,   6.16,  37.03,     12844,   0.22,  39.26,      2207,   0.08,  33.50,-,-,-,     35868,   0.33,  38.14,
                    LCL Walk,     12323,   0.73,  93.85,      6417,   5.15,  83.48,     12458,   0.21,  96.99,      2178,   0.08,  98.69,-,-,-,     33375,   0.30,  93.05,
                    LCL Drive,       808,   0.05,   6.15,      1269,   1.02,  16.52,       387,   0.01,   3.01,        29,   0.00,   1.31,-,-,-,      2493,   0.02,   6.95
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1466,   0.09,   4.32,      4704,   3.77,  22.66,      2102,   0.04,   6.42,       876,   0.03,  13.29,-,-,-,      9148,   0.08,   9.73,
                    BRT Walk,      1408,   0.08,  96.07,      3468,   2.78,  73.71,      2088,   0.04,  99.33,       863,   0.03,  98.51,-,-,-,      7826,   0.07,  85.55,
                    BRT Drive,        58,   0.00,   3.93,      1237,   0.99,  26.29,        14,   0.00,   0.67,        13,   0.00,   1.49,-,-,-,      1322,   0.01,  14.45
            4) Express Bus (EXP),       495,   0.03,   1.46,       244,   0.20,   1.17,        45,   0.00,   0.14,        13,   0.00,   0.20,-,-,-,       797,   0.01,   0.85,
                    EXP Walk,       218,   0.01,  44.14,        89,   0.07,  36.54,        41,   0.00,  91.02,        13,   0.00,  99.99,-,-,-,       362,   0.00,  45.40,
                    EXP Drive,       276,   0.02,  55.86,       155,   0.12,  63.46,         4,   0.00,   8.98,         0,   0.00,   0.01,-,-,-,       435,   0.00,  54.60
            4) Light-Rail Transit (LRT),     12520,   0.74,  36.86,      4385,   3.52,  21.12,     12561,   0.22,  38.39,      2647,   0.10,  40.18,-,-,-,     32113,   0.29,  34.15,
                    LRT Walk,      9818,   0.58,  78.41,      3085,   2.47,  70.36,     11370,   0.20,  90.52,      2525,   0.10,  95.39,-,-,-,     26798,   0.24,  83.45,
                    LRT Drive,      2703,   0.16,  21.59,      1300,   1.04,  29.64,      1191,   0.02,   9.48,       122,   0.00,   4.61,-,-,-,      5315,   0.05,  16.55
            4) Commuter-Rail Transit (CRT),      6069,   0.36,  17.87,      3739,   3.00,  18.01,      3316,   0.06,  10.13,       454,   0.02,   6.89,-,-,-,     13578,   0.12,  14.44,
                    CRT Walk,      2280,   0.13,  37.56,      1093,   0.88,  29.22,      1452,   0.02,  43.80,       308,   0.01,  67.92,-,-,-,      5133,   0.05,  37.80,
                    CRT Drive,      3790,   0.22,  62.44,      2647,   2.12,  70.78,      1863,   0.03,  56.20,       146,   0.01,  32.08,-,-,-,      8445,   0.08,  62.20,
  
   Model: v10.0.0-beta.1,
   Scenario: Closer00,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Daily (Peak and Off-Peak combined) Period,
   Shares\RegionShares_Daily.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
